model,storage,carrier,condition,price
iPhone6SPlus,64GB,Verizon,Good,72.22
iPhone6SPlus,64GB,Verizon,Fair,60.09
iPhone6SPlus,64GB,Verizon,Broken,31.8
iPhone6SPlus,64GB,AT&T,New,84.69
iPhone6SPlus,64GB,AT&T,Like_new,73.81
iPhone6SPlus,64GB,AT&T,Good,69.15
iPhone6SPlus,64GB,AT&T,Fair,57.48
iPhone6SPlus,64GB,AT&T,Broken,30.27
iPhone6SPlus,64GB,T-Mobile,New,81.59
iPhone6SPlus,64GB,T-Mobile,Like_new,71.07
iPhone6SPlus,64GB,T-Mobile,Good,66.56
iPhone6SPlus,64GB,T-Mobile,Fair,55.28
iPhone6SPlus,64GB,T-Mobile,Broken,28.98
iPhone6SPlus,64GB,Sprint,New,78.01
iPhone6SPlus,64GB,Sprint,Like_new,67.9
iPhone6SPlus,64GB,Sprint,Good,63.57
iPhone6SPlus,64GB,Sprint,Fair,52.74
