model,storage,carrier,condition,price
iPhone6SPlus,16GB,Verizon,New,154.27
iPhone6SPlus,16GB,Verizon,Like_new,111.72
iPhone6SPlus,16GB,Verizon,Good,106.4
iPhone6SPlus,16GB,Verizon,Poor,74.48
iPhone6SPlus,16GB,Verizon,Broken,37.24
iPhone6SPlus,16GB,AT&T,New,138.85
iPhone6SPlus,16GB,AT&T,Like_new,100.54
iPhone6SPlus,16GB,AT&T,Good,95.76
iPhone6SPlus,16GB,AT&T,Poor,67.03
iPhone6SPlus,16GB,AT&T,Broken,33.51
iPhone6SPlus,16GB,T-Mobile,New,131.13
iPhone6SPlus,16GB,T-Mobile,Like_new,94.96
iPhone6SPlus,16GB,T-Mobile,Good,90.44
iPhone6SPlus,16GB,T-Mobile,Poor,63.31
iPhone6SPlus,16GB,T-Mobile,Broken,31.65
iPhone6SPlus,16GB,Sprint,New,131.13
iPhone6SPlus,16GB,Sprint,Like_new,94.96
iPhone6SPlus,16GB,Sprint,Good,90.44
iPhone6SPlus,16GB,Sprint,Poor,63.31
iPhone6SPlus,16GB,Sprint,Broken,31.65
iPhone6SPlus,16GB,Other,New,77.14
iPhone6SPlus,16GB,Other,Like_new,55.86
iPhone6SPlus,16GB,Other,Good,53.2
iPhone6SPlus,16GB,Other,Poor,37.24
iPhone6SPlus,16GB,Other,Broken,18.62
iPhone6SPlus,32GB,Unlocked,New,165.7
iPhone6SPlus,32GB,Unlocked,Like_new,119.99
iPhone6SPlus,32GB,Unlocked,Good,114.28
iPhone6SPlus,32GB,Unlocked,Poor,79.99
iPhone6SPlus,32GB,Unlocked,Broken,40.0
iPhone6SPlus,32GB,Verizon,New,165.7
iPhone6SPlus,32GB,Verizon,Like_new,119.99
iPhone6SPlus,32GB,Verizon,Good,114.28
iPhone6SPlus,32GB,Verizon,Poor,79.99
iPhone6SPlus,32GB,Verizon,Broken,40.0
iPhone6SPlus,32GB,AT&T,New,149.13
iPhone6SPlus,32GB,AT&T,Like_new,107.99
iPhone6SPlus,32GB,AT&T,Good,102.85
iPhone6SPlus,32GB,AT&T,Poor,71.99
iPhone6SPlus,32GB,AT&T,Broken,36.0
iPhone6SPlus,32GB,T-Mobile,New,140.84
iPhone6SPlus,32GB,T-Mobile,Like_new,101.99
iPhone6SPlus,32GB,T-Mobile,Good,97.13
iPhone6SPlus,32GB,T-Mobile,Poor,67.99
iPhone6SPlus,32GB,T-Mobile,Broken,34.0
iPhone6SPlus,32GB,Sprint,New,140.84
iPhone6SPlus,32GB,Sprint,Like_new,101.99
iPhone6SPlus,32GB,Sprint,Good,97.13
iPhone6SPlus,32GB,Sprint,Poor,67.99
iPhone6SPlus,32GB,Sprint,Broken,34.0
iPhone6SPlus,32GB,Other,New,82.85
iPhone6SPlus,32GB,Other,Like_new,59.99
iPhone6SPlus,32GB,Other,Good,57.14
iPhone6SPlus,32GB,Other,Poor,40.0
iPhone6SPlus,32GB,Other,Broken,20.0
iPhone6SPlus,64GB,Unlocked,New,179.73
iPhone6SPlus,64GB,Unlocked,Like_new,130.15
iPhone6SPlus,64GB,Unlocked,Good,123.95
iPhone6SPlus,64GB,Unlocked,Poor,86.77
iPhone6SPlus,64GB,Unlocked,Broken,43.38
iPhone6SPlus,64GB,Verizon,New,179.73
iPhone6SPlus,64GB,Verizon,Like_new,130.15
iPhone6SPlus,64GB,Verizon,Good,123.95
iPhone6SPlus,64GB,Verizon,Poor,86.77
iPhone6SPlus,64GB,Verizon,Broken,43.38
iPhone6SPlus,64GB,AT&T,New,161.76
iPhone6SPlus,64GB,AT&T,Like_new,117.13
iPhone6SPlus,64GB,AT&T,Good,111.56
iPhone6SPlus,64GB,AT&T,Poor,78.09
iPhone6SPlus,64GB,AT&T,Broken,39.04
iPhone6SPlus,64GB,T-Mobile,New,152.77
iPhone6SPlus,64GB,T-Mobile,Like_new,110.63
iPhone6SPlus,64GB,T-Mobile,Good,105.36
iPhone6SPlus,64GB,T-Mobile,Poor,73.75
iPhone6SPlus,64GB,T-Mobile,Broken,36.88
iPhone6SPlus,64GB,Sprint,New,152.77
iPhone6SPlus,64GB,Sprint,Like_new,110.63
iPhone6SPlus,64GB,Sprint,Good,105.36
iPhone6SPlus,64GB,Sprint,Poor,73.75
iPhone6SPlus,64GB,Sprint,Broken,36.88
